SCATS Number,Location,Date,Lane Points
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,111
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,89
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,93
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,107
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,100
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,100
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,115
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,93
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,106
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,94
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,81
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,128
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,99
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,106
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,103
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,87
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,109
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,94
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,114
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,105
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,126
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,119
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,105
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,124
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,95
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,107
